okrug,raion,price,living_complex,title,rooms,metro_time,info_total_area,info_living_area,info_kitchen_area,info_floor,info_total_floors,info_year_built,rent_price_per_month,rent_jkh,rent_deposit,rent_commissions,rent_prepayment,rent_term,rent_living_conditions
САО,р-н Хорошевский,65000,,"Сдается студия, 12,9 м²",студия,10.0,12.9,10.0,2.0,5,5,,65000,включена (без счётчиков),50 000 ₽,нет,1 месяц,несколько месяцев,
ЗАО,р-н Очаково-Матвеевское,65000,ЖК «Большая Очаковская 2»,"Сдается студия, 22 м²",студия,7.0,22.0,,,18,33,2024.0,65000,включена (без счётчиков),65 000 ₽,нет,1 месяц,от года,
ЗАО,р-н Очаково-Матвеевское,65000,ЖК «Мичуринский парк»,"Сдается студия, 25 м²",студия,4.0,25.0,17.0,,22,30,2023.0,65000,включена (без счётчиков),нет,нет,1 месяц,от года,
ЮЗАО,р-н Котловка,65000,,"Сдается 1-комн. квартира, 40 м²",1,14.0,40.0,20.0,9.8,11,16,1981.0,65000,включена (без счётчиков),65 000 ₽,нет,1 месяц,от года,можно с детьми
НАО (Новомосковский),просп. Магеллана,65000,ЖК «Испанские кварталы»,"Сдается 2-комн. квартира, 40 м²",2,6.0,40.0,35.0,,9,14,2022.0,65000,включена (счётчики включены),65 000 ₽,нет,1 месяц,несколько месяцев,
СЗАО,р-н Строгино,65000,,"Сдается 2-комн. квартира, 45 м²",2,6.0,45.0,30.0,6.0,4,9,1979.0,65000,включена (счётчики включены),65 000 ₽,нет,1 месяц,от года,
САО,р-н Левобережный,65000,,"Сдается 1-комн. квартира, 37,3 м²",1,5.0,37.3,19.5,9.5,7,12,,65000,включена (счётчики включены),30 000 ₽,нет,1 месяц,от года,можно с детьми
ЮВАО,р-н Рязанский,65000,,"Сдается 1-комн. квартира, 35 м²",1,2.0,35.0,,8.0,2,4,1958.0,65000,включена (без счётчиков),65 000 ₽,нет,1 месяц,от года,
СВАО,р-н Свиблово,65000,,"Сдается 1-комн. квартира, 46 м²",1,4.0,46.0,23.0,12.5,3,5,,65000,включена (счётчики включены),10 000 ₽,нет,1 месяц,от года,можно с детьми
ВАО,р-н Перово,65000,,"Сдается 2-комн. квартира, 53,9 м²",2,5.0,53.9,33.3,8.1,5,5,1960.0,65000,включена (без счётчиков),65 000 ₽,нет,1 месяц,от года,можно с детьми
ЮВАО,р-н Рязанский,65000,,"Сдается 1-комн. квартира, 36,3 м²",1,7.0,36.3,18.0,8.0,1,4,1958.0,65000,включена (без счётчиков),65 000 ₽,нет,1 месяц,от года,
СВАО,р-н Северное Медведково,65000,,"Сдается 1-комн. квартира, 39 м²",1,2.0,39.0,19.5,7.5,9,18,2013.0,65000,включена (без счётчиков),65 000 ₽,нет,1 месяц,от года,
СВАО,р-н Лосиноостровский,65000,,"Сдается 2-комн. квартира, 42,7 м²",2,6.0,42.7,27.3,6.0,4,9,1975.0,65000,включена (счётчики включены),65 000 ₽,нет,1 месяц,несколько месяцев,можно с детьми
СЗАО,р-н Покровское-Стрешнево,65000,ЖК «Апарт-комплекс Движение.Тушино»,"Сдается апартаменты-студия, 19 м²",студия,6.0,19.0,17.0,2.0,4,13,,65000,включена (без счётчиков),65 000 ₽,нет,2 месяца,от года,можно с детьми
ЮЗАО,р-н Котловка,65000,,"Сдается апартаменты-студия, 25 м²",студия,12.0,25.0,15.0,6.0,5,5,,65000,включена (без счётчиков),65 000 ₽,нет,1 месяц,несколько месяцев,можно с детьми
СЗАО,р-н Хорошево-Мневники,65000,,"Сдается 2-комн. квартира, 40 м²",2,19.0,40.0,23.0,8.0,2,9,,65000,включена (без счётчиков),65 000 ₽,нет,1 месяц,от года,можно с детьми
ЮВАО,р-н Нижегородский,65000,ЖК «SREDA (Среда)»,"Сдается студия, 28 м²",студия,12.0,28.0,,,8,25,2018.0,65000,включена (без счётчиков),65 000 ₽,нет,1 месяц,от года,можно с детьми
САО,р-н Левобережный,65000,ЖК «Фестиваль Парк»,"Сдается студия, 28 м²",студия,5.0,28.0,20.0,5.0,20,32,2021.0,65000,включена (без счётчиков),60 000 ₽,нет,1 месяц,от года,
ЮВАО,р-н Кузьминки,65000,,"Сдается 2-комн. квартира, 41,6 м²",2,5.0,41.6,33.0,6.0,4,5,1962.0,65000,включена (без счётчиков),65 000 ₽,нет,1 месяц,от года,можно с детьми и животными
ВАО,р-н Преображенское,65000,,"Сдается апартаменты-студия, 22 м²",студия,9.0,22.0,15.0,2.0,3,4,1890.0,65000,включена (без счётчиков),65 000 ₽,нет,1 месяц,несколько месяцев,
ЗАО,р-н Тропарево-Никулино,65000,,"Сдается апартаменты-студия, 16,3 м²",студия,3.0,16.3,11.0,3.0,14,24,,65000,включена (без счётчиков),65 000 ₽,нет,1 месяц,от года,
ЮАО,р-н Братеево,65000,,"Сдается 1-комн. квартира, 40 м²",1,10.0,40.0,21.0,9.0,9,14,1986.0,65000,включена (без счётчиков),65 000 ₽,нет,1 месяц,от года,
ВАО,р-н Богородское,65000,,"Сдается 2-комн. квартира, 43,9 м²",2,5.0,43.9,,,2,5,,65000,включена (счётчики включены),65 000 ₽,нет,1 месяц,от года,
ВАО,р-н Соколиная гора,65000,ЖК «Измайловский Парк (Апартаменты бизнес-класса)»,"Сдается апартаменты-студия, 25 м²",студия,6.0,25.0,20.0,5.0,6,24,,65000,включена (без счётчиков),нет,нет,1 месяц,несколько месяцев,
ВАО,р-н Соколиная гора,65000,,"Сдается апартаменты-студия, 15,5 м²",студия,7.0,15.5,,3.0,2,4,,65000,включена (счётчики включены),30 000 ₽,нет,1 месяц,от года,можно с детьми
СВАО,р-н Северное Медведково,65000,,"Сдается 1-комн. квартира, 38 м²",1,7.0,38.0,20.0,8.0,6,12,,65000,включена (без счётчиков),65 000 ₽,нет,1 месяц,от года,можно с детьми
ЮАО,р-н Царицыно,65000,,"Сдается 2-комн. квартира, 45 м²",2,10.0,45.0,,,11,12,1969.0,65000,включена (без счётчиков),100 000 ₽,нет,1 месяц,несколько месяцев,
СВАО,р-н Ярославский,65000,,"Сдается 2-комн. квартира, 57,5 м²",2,8.0,57.5,,,5,17,1984.0,65000,включена (без счётчиков),50 000 ₽,нет,1 месяц,от года,можно с детьми и животными
ЮВАО,р-н Марьино,66000,ЖК «Апарт-комплекс 16 Уровень»,"Сдаются 2-комн. апартаменты, 37 м²",2,16.0,37.0,25.0,5.0,4,6,2019.0,66000,включена (счётчики включены),66 000 ₽,нет,1 месяц,несколько месяцев,
НАО (Новомосковский),Сосенское поселение,66000,ЖК «Эко Бунино»,"Сдается 2-комн. квартира, 52 м²",2,6.0,52.0,,11.5,4,9,2022.0,66000,включена (счётчики включены),нет,нет,1 месяц,от года,можно с детьми
ЮАО,р-н Нагатино-Садовники,66500,ЖК «Level Нагатинская (Левел Нагатинская)»,"Сдается студия, 20,4 м²",студия,6.0,20.4,,,26,26,2024.0,66500,включена (без счётчиков),40 000 ₽,нет,1 месяц,от года,
СЗАО,р-н Куркино,66000,,"Сдается 2-комн. квартира, 65 м²",2,6.0,65.0,,15.0,5,14,2003.0,66000,включена (без счётчиков),66 000 ₽,нет,1 месяц,от года,можно с детьми
СВАО,р-н Алексеевский,66000,ЖК «Апарт-комплекс NOVA Алексеевская»,"Сдается апартаменты-студия, 24,4 м²",студия,7.0,24.4,,,11,11,2020.0,66000,включена (без счётчиков),66 000 ₽,нет,1 месяц,от года,можно с детьми и животными
ВАО,р-н Восточное Измайлово,66000,,"Сдается 1-комн. квартира, 36 м²",1,4.0,36.0,21.0,9.0,2,12,1967.0,66000,включена (без счётчиков),66 000 ₽,нет,1 месяц,от года,можно с детьми и животными
СВАО,р-н Отрадное,65000,,"Сдается 3-комн. квартира, 66 м²",3,6.0,66.0,40.7,8.5,16,16,1980.0,65000,включена (без счётчиков),65 000 ₽,нет,2 месяца,от года,можно с детьми
СЗАО,р-н Хорошево-Мневники,65000,,"Сдается 2-комн. квартира, 43 м²",2,5.0,43.0,28.0,6.0,4,9,1968.0,65000,включена (без счётчиков),69 000 ₽,нет,1 месяц,от года,можно с детьми и животными
СЗАО,р-н Хорошево-Мневники,65000,ЖК «Сердце Столицы»,"Сдается квартира свободной планировки, 65,7 м²",,17.0,65.7,,,9,41,2023.0,65000,включена (счётчики включены),нет,нет,1 месяц,несколько месяцев,
СВАО,р-н Алексеевский,65000,,"Сдается 1-комн. квартира, 37 м²",1,10.0,37.0,19.0,9.0,3,14,,65000,включена (без счётчиков),65 000 ₽,нет,1 месяц,от года,можно с животными
ЮАО,р-н Зябликово,65000,,"Сдается 2-комн. квартира, 57,4 м²",2,6.0,57.4,33.6,10.0,6,17,1984.0,65000,включена (без счётчиков),65 000 ₽,нет,1 месяц,от года,можно с детьми
НАО (Новомосковский),бул. Скандинавский,65000,ЖК «Скандинавия»,"Сдается 2-комн. квартира, 45 м²",2,6.0,45.0,,,9,15,2020.0,65000,включена (без счётчиков),нет,нет,1 месяц,от года,можно с детьми
